case_type,stage,state,days_pending_so_far,past_adjournments,days_to_disposal
Civil,Evidence,West Bengal,0,0,168
Civil,Evidence,West Bengal,0,0,206
Civil,Evidence,West Bengal,0,0,265
Civil,Evidence,Gujarat,0,0,1929
Civil,Evidence,Gujarat,0,0,2840
Civil,Evidence,Gujarat,0,0,1274
Civil,Evidence,Gujarat,0,0,1832
Civil,Evidence,Gujarat,0,0,204
Civil,Evidence,Gujarat,0,0,266
Civil,Evidence,Gujarat,0,0,3069
Civil,Evidence,Gujarat,0,0,1231
Civil,Evidence,Gujarat,0,0,2638
Civil,Evidence,Gujarat,0,0,1299
Civil,Evidence,Gujarat,0,0,318
Civil,Evidence,Gujarat,0,0,499
Civil,Evidence,Gujarat,0,0,357
Civil,Evidence,Gujarat,0,0,1037
Civil,Evidence,Gujarat,0,0,365
Civil,Evidence,Gujarat,0,0,372
Civil,Evidence,Gujarat,0,0,368
Civil,Evidence,Gujarat,0,0,183
Civil,Evidence,Gujarat,0,0,306
Civil,Evidence,Gujarat,0,0,856
Civil,Evidence,Gujarat,0,0,928
Civil,Evidence,Gujarat,0,0,336
Civil,Evidence,Gujarat,0,0,293
Civil,Evidence,Gujarat,0,0,293
Civil,Evidence,Gujarat,0,0,1284
Civil,Evidence,Gujarat,0,0,293
Civil,Evidence,Gujarat,0,0,293
Civil,Evidence,Gujarat,0,0,698
Civil,Evidence,Gujarat,0,0,273
Civil,Evidence,Gujarat,0,0,274
Civil,Evidence,Gujarat,0,0,261
Civil,Evidence,Gujarat,0,0,195
Civil,Evidence,Gujarat,0,0,170
Civil,Evidence,Gujarat,0,0,368
Civil,Evidence,Gujarat,0,0,324
Civil,Evidence,Gujarat,0,0,2775
Civil,Evidence,Gujarat,0,0,2246
Civil,Evidence,Gujarat,0,0,229
Civil,Evidence,Gujarat,0,0,81
Civil,Evidence,Gujarat,0,0,461
Civil,Evidence,Gujarat,0,0,771
Civil,Evidence,Gujarat,0,0,771
Civil,Evidence,Gujarat,0,0,855
Civil,Evidence,Gujarat,0,0,771
Civil,Evidence,Gujarat,0,0,771
Civil,Evidence,Gujarat,0,0,771
Civil,Evidence,Gujarat,0,0,5
Civil,Evidence,Gujarat,0,0,771
Civil,Evidence,Gujarat,0,0,624
Civil,Evidence,Gujarat,0,0,4304
Civil,Evidence,Gujarat,0,0,275
Civil,Evidence,Gujarat,0,0,64
Civil,Evidence,Gujarat,0,0,39
Civil,Evidence,Gujarat,0,0,72
Civil,Evidence,Gujarat,0,0,39
Civil,Evidence,Gujarat,0,0,3034
Civil,Evidence,Gujarat,0,0,567
Civil,Evidence,Gujarat,0,0,5080
Civil,Evidence,Gujarat,0,0,1934
Civil,Evidence,Gujarat,0,0,123
Civil,Evidence,Gujarat,0,0,5068
Civil,Evidence,Gujarat,0,0,847
Civil,Evidence,Gujarat,0,0,4058
Civil,Evidence,Gujarat,0,0,830
Civil,Evidence,Gujarat,0,0,248
Civil,Evidence,Gujarat,0,0,259
Civil,Evidence,Gujarat,0,0,248
Civil,Evidence,Gujarat,0,0,830
Civil,Evidence,Gujarat,0,0,553
Civil,Evidence,Gujarat,0,0,557
Civil,Evidence,Gujarat,0,0,247
Civil,Evidence,Gujarat,0,0,553
Civil,Evidence,Gujarat,0,0,289
Civil,Evidence,Gujarat,0,0,1693
Civil,Evidence,Gujarat,0,0,555
Civil,Evidence,Gujarat,0,0,231
Civil,Evidence,Gujarat,0,0,231
Civil,Evidence,Gujarat,0,0,210
Civil,Evidence,Gujarat,0,0,202
Civil,Evidence,Gujarat,0,0,319
Civil,Evidence,Gujarat,0,0,556
Civil,Evidence,Gujarat,0,0,67
Civil,Evidence,Gujarat,0,0,69
Civil,Evidence,Gujarat,0,0,2311
Civil,Evidence,Gujarat,0,0,1186
Civil,Evidence,Gujarat,0,0,143
Civil,Evidence,Gujarat,0,0,771
Civil,Evidence,Gujarat,0,0,771
Civil,Evidence,Gujarat,0,0,261
Civil,Evidence,Gujarat,0,0,720
Civil,Evidence,Gujarat,0,0,1088
Civil,Evidence,Gujarat,0,0,303
Civil,Evidence,Gujarat,0,0,1935
Civil,Evidence,Gujarat,0,0,46
Civil,Evidence,Gujarat,0,0,340
Civil,Evidence,Rajasthan,0,0,2912
Civil,Passing of Orders,Rajasthan,0,0,266
Civil,Evidence,Rajasthan,0,0,3252
Civil,Evidence,Rajasthan,0,0,4432
Civil,Evidence,Rajasthan,0,0,123
Civil,Evidence,Rajasthan,0,0,1160
Civil,Evidence,Rajasthan,0,0,1303
Civil,Evidence,Rajasthan,0,0,3344
Civil,Evidence,Rajasthan,0,0,4836
Civil,Evidence,Rajasthan,0,0,1913
Civil,Evidence,Rajasthan,0,0,3186
Civil,Evidence,Rajasthan,0,0,1012
Civil,Evidence,Rajasthan,0,0,3125
Civil,Evidence,Rajasthan,0,0,114
Civil,Evidence,Rajasthan,0,0,2229
Civil,Evidence,Rajasthan,0,0,4163
Civil,Evidence,Rajasthan,0,0,4053
Civil,Evidence,Rajasthan,0,0,2522
Civil,Evidence,Rajasthan,0,0,1293
Civil,Evidence,Rajasthan,0,0,3961
Civil,Evidence,Rajasthan,0,0,51
Civil,Evidence,Rajasthan,0,0,2542
Civil,Evidence,Rajasthan,0,0,2609
Civil,Evidence,Rajasthan,0,0,437
Civil,Evidence,Rajasthan,0,0,273
Civil,Evidence,Rajasthan,0,0,154
Civil,Evidence,Rajasthan,0,0,136
Civil,Evidence,Rajasthan,0,0,96
Civil,Evidence,Rajasthan,0,0,240
Civil,Evidence,Rajasthan,0,0,360
Civil,Evidence,Rajasthan,0,0,241
Civil,Evidence,Rajasthan,0,0,118
Civil,Evidence,Rajasthan,0,0,3578
Civil,Evidence,Rajasthan,0,0,3882
Civil,Evidence,Rajasthan,0,0,3718
Civil,Evidence,Rajasthan,0,0,3340
Civil,Evidence,Rajasthan,0,0,1072
Civil,Evidence,Rajasthan,0,0,1170
Civil,Evidence,Rajasthan,0,0,1120
Civil,Evidence,Rajasthan,0,0,3556
Civil,Evidence,Rajasthan,0,0,433
Civil,Evidence,Rajasthan,0,0,240
Civil,Evidence,Rajasthan,0,0,1432
Civil,Evidence,Rajasthan,0,0,159
Civil,Evidence,Rajasthan,0,0,163
Civil,Evidence,Rajasthan,0,0,220
Civil,Evidence,Rajasthan,0,0,211
Civil,Evidence,Rajasthan,0,0,510
Civil,Evidence,Rajasthan,0,0,403
Civil,Evidence,Rajasthan,0,0,3416
Civil,Evidence,Rajasthan,0,0,1
Civil,Evidence,Rajasthan,0,0,362
Civil,Evidence,Rajasthan,0,0,948
Civil,Evidence,Rajasthan,0,0,179
Civil,Evidence,Rajasthan,0,0,654
Civil,Evidence,Rajasthan,0,0,880
Civil,Evidence,Rajasthan,0,0,2024
Civil,Evidence,Rajasthan,0,0,490
Civil,Evidence,Rajasthan,0,0,429
Civil,Evidence,Rajasthan,0,0,412
Civil,Passing of Orders,Rajasthan,0,0,3752
Civil,Passing of Orders,Rajasthan,0,0,3288
Civil,Evidence,Rajasthan,0,0,1028
Civil,Evidence,Rajasthan,0,0,2307
Civil,Passing of Orders,Rajasthan,0,0,3067
Civil,Evidence,Rajasthan,0,0,428
Civil,Evidence,Rajasthan,0,0,1666
Civil,Evidence,Rajasthan,0,0,60
Civil,Evidence,Rajasthan,0,0,2175
Civil,Evidence,Rajasthan,0,0,582
Civil,Evidence,Rajasthan,0,0,1125
Civil,Evidence,Rajasthan,0,0,1534
Civil,Evidence,Rajasthan,0,0,986
Civil,Evidence,Rajasthan,0,0,2565
Civil,Evidence,Rajasthan,0,0,364
Civil,Evidence,Rajasthan,0,0,2642
Civil,Evidence,Rajasthan,0,0,118
Civil,Evidence,Rajasthan,0,0,141
Civil,Evidence,Rajasthan,0,0,157
Civil,Evidence,Rajasthan,0,0,381
Civil,Evidence,Rajasthan,0,0,2589
Civil,Evidence,Rajasthan,0,0,1404
Civil,Evidence,Rajasthan,0,0,167
Civil,Evidence,Rajasthan,0,0,835
Civil,Evidence,Rajasthan,0,0,134
Civil,Evidence,Rajasthan,0,0,2435
Civil,Evidence,Rajasthan,0,0,789
Civil,Evidence,Rajasthan,0,0,59
Civil,Evidence,Rajasthan,0,0,8582
Civil,Evidence,Rajasthan,0,0,5097
Civil,Passing of Orders,Rajasthan,0,0,4135
Civil,Passing of Orders,Rajasthan,0,0,1720
Civil,Evidence,Rajasthan,0,0,1294
Civil,Evidence,Rajasthan,0,0,2509
Civil,Evidence,Rajasthan,0,0,3886
Civil,Evidence,Rajasthan,0,0,1326
Civil,Evidence,Rajasthan,0,0,724
Civil,Evidence,Rajasthan,0,0,3599
Civil,Evidence,Rajasthan,0,0,575
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,18
Criminal,Passing of Orders,Meghalaya,0,0,18
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,22
Criminal,Passing of Orders,Meghalaya,0,0,46
Criminal,Passing of Orders,Meghalaya,0,0,56
Criminal,Passing of Orders,Meghalaya,0,0,62
Criminal,Passing of Orders,Meghalaya,0,0,69
Criminal,Passing of Orders,Meghalaya,0,0,2
Criminal,Passing of Orders,Meghalaya,0,0,72
Criminal,Passing of Orders,Meghalaya,0,0,32
Criminal,Passing of Orders,Meghalaya,0,0,76
Criminal,Passing of Orders,Meghalaya,0,0,76
Criminal,Passing of Orders,Meghalaya,0,0,18
Criminal,Passing of Orders,Meghalaya,0,0,5
Criminal,Passing of Orders,Meghalaya,0,0,46
Criminal,Passing of Orders,Meghalaya,0,0,22
Criminal,Passing of Orders,Meghalaya,0,0,47
Criminal,Passing of Orders,Meghalaya,0,0,19
Criminal,Passing of Orders,Meghalaya,0,0,43
Criminal,Passing of Orders,Meghalaya,0,0,2
Criminal,Passing of Orders,Meghalaya,0,0,6
Criminal,Passing of Orders,Meghalaya,0,0,67
Criminal,Passing of Orders,Meghalaya,0,0,5
Criminal,Passing of Orders,Meghalaya,0,0,13
Criminal,Passing of Orders,Meghalaya,0,0,5
Criminal,Passing of Orders,Meghalaya,0,0,86
Criminal,Passing of Orders,Meghalaya,0,0,42
Criminal,Passing of Orders,Meghalaya,0,0,18
Criminal,Passing of Orders,Meghalaya,0,0,35
Criminal,Passing of Orders,Meghalaya,0,0,4
Criminal,Passing of Orders,Meghalaya,0,0,27
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,32
Criminal,Passing of Orders,Meghalaya,0,0,2
Criminal,Passing of Orders,Meghalaya,0,0,50
Criminal,Passing of Orders,Meghalaya,0,0,12
Criminal,Passing of Orders,Meghalaya,0,0,23
Criminal,Passing of Orders,Meghalaya,0,0,41
Criminal,Passing of Orders,Meghalaya,0,0,64
Criminal,Passing of Orders,Meghalaya,0,0,64
Criminal,Passing of Orders,Meghalaya,0,0,4
Criminal,Passing of Orders,Meghalaya,0,0,27
Criminal,Passing of Orders,Meghalaya,0,0,3
Criminal,Passing of Orders,Meghalaya,0,0,8
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,5
Criminal,Passing of Orders,Meghalaya,0,0,5
Criminal,Passing of Orders,Meghalaya,0,0,5
Criminal,Passing of Orders,Meghalaya,0,0,2
Criminal,Passing of Orders,Meghalaya,0,0,2
Criminal,Passing of Orders,Meghalaya,0,0,2
Criminal,Passing of Orders,Meghalaya,0,0,6
Criminal,Passing of Orders,Meghalaya,0,0,5
Criminal,Passing of Orders,Meghalaya,0,0,5
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,7
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,49
Criminal,Passing of Orders,Meghalaya,0,0,8
Criminal,Passing of Orders,Meghalaya,0,0,75
Criminal,Passing of Orders,Meghalaya,0,0,13
Criminal,Passing of Orders,Meghalaya,0,0,2
Criminal,Passing of Orders,Meghalaya,0,0,2
Criminal,Passing of Orders,Meghalaya,0,0,5
Criminal,Passing of Orders,Meghalaya,0,0,8
Criminal,Passing of Orders,Meghalaya,0,0,12
Criminal,Evidence,West Bengal,0,0,11
Criminal,Evidence,West Bengal,0,0,13
Criminal,Evidence,West Bengal,0,0,5
Criminal,Evidence,West Bengal,0,0,12
Criminal,Evidence,West Bengal,0,0,17
Criminal,Evidence,West Bengal,0,0,61
Criminal,Evidence,West Bengal,0,0,4
Criminal,Evidence,West Bengal,0,0,4
Criminal,Evidence,West Bengal,0,0,1
Criminal,Evidence,West Bengal,0,0,7
Criminal,Evidence,West Bengal,0,0,4
Criminal,Evidence,West Bengal,0,0,3
Criminal,Evidence,West Bengal,0,0,1
Criminal,Evidence,West Bengal,0,0,41
Criminal,Evidence,West Bengal,0,0,10
Criminal,Evidence,West Bengal,0,0,13
Criminal,Evidence,West Bengal,0,0,15
Criminal,Evidence,West Bengal,0,0,5
Criminal,Evidence,West Bengal,0,0,13
Criminal,Evidence,West Bengal,0,0,10
Criminal,Evidence,West Bengal,0,0,8
Criminal,Evidence,West Bengal,0,0,6
Criminal,Evidence,West Bengal,0,0,8
Criminal,Evidence,West Bengal,0,0,10
Criminal,Evidence,West Bengal,0,0,44
Criminal,Evidence,West Bengal,0,0,22
Criminal,Evidence,West Bengal,0,0,11
Criminal,Evidence,West Bengal,0,0,11
Criminal,Evidence,West Bengal,0,0,13
Criminal,Evidence,West Bengal,0,0,105
Criminal,Evidence,West Bengal,0,0,5
Criminal,Evidence,West Bengal,0,0,36
Criminal,Evidence,West Bengal,0,0,5
Criminal,Evidence,West Bengal,0,0,5
Criminal,Evidence,West Bengal,0,0,19
Criminal,Evidence,West Bengal,0,0,5
Criminal,Evidence,West Bengal,0,0,36
Criminal,Evidence,West Bengal,0,0,17
Criminal,Evidence,West Bengal,0,0,18
Criminal,Evidence,West Bengal,0,0,4
Criminal,Evidence,West Bengal,0,0,13
Criminal,Evidence,West Bengal,0,0,38
Criminal,Evidence,West Bengal,0,0,51
Criminal,Evidence,West Bengal,0,0,14
Criminal,Evidence,West Bengal,0,0,35
Criminal,Evidence,West Bengal,0,0,14
Criminal,Evidence,West Bengal,0,0,88
Criminal,Evidence,West Bengal,0,0,71
Criminal,Evidence,West Bengal,0,0,49
Criminal,Evidence,West Bengal,0,0,137
Criminal,Evidence,West Bengal,0,0,71
Criminal,Evidence,West Bengal,0,0,16
Criminal,Evidence,West Bengal,0,0,22
Criminal,Evidence,West Bengal,0,0,3
Criminal,Evidence,West Bengal,0,0,13
Criminal,Evidence,West Bengal,0,0,3
Criminal,Evidence,West Bengal,0,0,9
Criminal,Evidence,West Bengal,0,0,10
Criminal,Evidence,West Bengal,0,0,11
Criminal,Evidence,West Bengal,0,0,10
Criminal,Evidence,West Bengal,0,0,28
Criminal,Evidence,West Bengal,0,0,71
Criminal,Evidence,West Bengal,0,0,13
Criminal,Evidence,West Bengal,0,0,13
Criminal,Evidence,West Bengal,0,0,13
Criminal,Evidence,West Bengal,0,0,10
Criminal,Evidence,West Bengal,0,0,10
Criminal,Evidence,West Bengal,0,0,10
Criminal,Evidence,West Bengal,0,0,17
Criminal,Evidence,West Bengal,0,0,10
Criminal,Evidence,West Bengal,0,0,28
Criminal,Evidence,West Bengal,0,0,13
Criminal,Evidence,West Bengal,0,0,31
Criminal,Evidence,West Bengal,0,0,10
Criminal,Evidence,West Bengal,0,0,17
Criminal,Evidence,West Bengal,0,0,17
Criminal,Evidence,West Bengal,0,0,18
Criminal,Evidence,West Bengal,0,0,18
Criminal,Evidence,West Bengal,0,0,13
Criminal,Evidence,West Bengal,0,0,24
Criminal,Evidence,West Bengal,0,0,16
Criminal,Evidence,West Bengal,0,0,17
Criminal,Evidence,West Bengal,0,0,28
Criminal,Evidence,West Bengal,0,0,7
Criminal,Evidence,West Bengal,0,0,7
Criminal,Evidence,West Bengal,0,0,8
Criminal,Evidence,West Bengal,0,0,9
Criminal,Evidence,West Bengal,0,0,9
Criminal,Evidence,West Bengal,0,0,1
Criminal,Evidence,West Bengal,0,0,5
Criminal,Evidence,West Bengal,0,0,56
Criminal,Evidence,West Bengal,0,0,56
Criminal,Evidence,West Bengal,0,0,45
Criminal,Evidence,West Bengal,0,0,17
Criminal,Evidence,West Bengal,0,0,16
Criminal,Evidence,West Bengal,0,0,17
Civil,Evidence,Madhya Pradesh,0,0,578
Civil,Evidence,Madhya Pradesh,0,0,268
Civil,Evidence,Madhya Pradesh,0,0,1155
Civil,Evidence,Madhya Pradesh,0,0,678
Civil,Evidence,Madhya Pradesh,0,0,220
Civil,Evidence,Madhya Pradesh,0,0,195
Civil,Evidence,Madhya Pradesh,0,0,78
Civil,Evidence,Madhya Pradesh,0,0,510
Civil,Evidence,Madhya Pradesh,0,0,190
Civil,Evidence,Madhya Pradesh,0,0,756
Civil,Evidence,Madhya Pradesh,0,0,509
Civil,Evidence,Madhya Pradesh,0,0,363
Civil,Evidence,Madhya Pradesh,0,0,81
Civil,Evidence,Madhya Pradesh,0,0,946
Civil,Evidence,Madhya Pradesh,0,0,206
Civil,Evidence,Madhya Pradesh,0,0,427
Civil,Evidence,Madhya Pradesh,0,0,188
Civil,Evidence,Madhya Pradesh,0,0,1466
Civil,Evidence,Madhya Pradesh,0,0,76
Civil,Evidence,Madhya Pradesh,0,0,195
Civil,Evidence,Madhya Pradesh,0,0,896
Civil,Evidence,Madhya Pradesh,0,0,363
Civil,Evidence,Madhya Pradesh,0,0,1160
Civil,Evidence,Madhya Pradesh,0,0,809
Civil,Evidence,Madhya Pradesh,0,0,43
Civil,Evidence,Madhya Pradesh,0,0,149
Civil,Evidence,Madhya Pradesh,0,0,929
Civil,Evidence,Madhya Pradesh,0,0,916
Civil,Evidence,Madhya Pradesh,0,0,1269
Civil,Evidence,Madhya Pradesh,0,0,258
Civil,Evidence,Madhya Pradesh,0,0,197
Civil,Evidence,Madhya Pradesh,0,0,227
Civil,Evidence,Madhya Pradesh,0,0,1143
Civil,Evidence,Madhya Pradesh,0,0,391
Civil,Evidence,Madhya Pradesh,0,0,924
Civil,Evidence,Madhya Pradesh,0,0,480
Civil,Evidence,Madhya Pradesh,0,0,842
Civil,Evidence,Madhya Pradesh,0,0,528
Civil,Evidence,Madhya Pradesh,0,0,806
Civil,Evidence,Madhya Pradesh,0,0,697
Civil,Evidence,Madhya Pradesh,0,0,701
Civil,Evidence,Madhya Pradesh,0,0,760
Civil,Evidence,Madhya Pradesh,0,0,504
Civil,Evidence,Madhya Pradesh,0,0,514
Civil,Evidence,Madhya Pradesh,0,0,1382
Civil,Evidence,Madhya Pradesh,0,0,337
Civil,Evidence,Madhya Pradesh,0,0,49
Civil,Evidence,Madhya Pradesh,0,0,305
Civil,Evidence,Madhya Pradesh,0,0,196
Civil,Evidence,Madhya Pradesh,0,0,45
Civil,Evidence,Madhya Pradesh,0,0,16
Civil,Evidence,Madhya Pradesh,0,0,189
Civil,Evidence,Madhya Pradesh,0,0,896
Civil,Evidence,Madhya Pradesh,0,0,494
Civil,Evidence,Madhya Pradesh,0,0,539
Civil,Evidence,Madhya Pradesh,0,0,736
Civil,Evidence,Madhya Pradesh,0,0,251
Civil,Evidence,Madhya Pradesh,0,0,271
Civil,Evidence,Madhya Pradesh,0,0,419
Civil,Evidence,Madhya Pradesh,0,0,194
Civil,Evidence,Madhya Pradesh,0,0,105
Civil,Evidence,Madhya Pradesh,0,0,53
Civil,Evidence,Madhya Pradesh,0,0,492
Civil,Evidence,Madhya Pradesh,0,0,93
Civil,Evidence,Madhya Pradesh,0,0,149
Civil,Evidence,Madhya Pradesh,0,0,438
Civil,Evidence,Madhya Pradesh,0,0,735
Civil,Evidence,Madhya Pradesh,0,0,1231
Civil,Evidence,Madhya Pradesh,0,0,221
Civil,Evidence,Madhya Pradesh,0,0,197
Civil,Evidence,Madhya Pradesh,0,0,133
Civil,Evidence,Madhya Pradesh,0,0,193
Civil,Evidence,Madhya Pradesh,0,0,20
Civil,Evidence,Madhya Pradesh,0,0,1693
Civil,Evidence,Madhya Pradesh,0,0,1977
Civil,Evidence,Madhya Pradesh,0,0,156
Civil,Evidence,Madhya Pradesh,0,0,256
Civil,Evidence,Madhya Pradesh,0,0,197
Civil,Evidence,Madhya Pradesh,0,0,115
Civil,Evidence,Madhya Pradesh,0,0,1137
Civil,Evidence,Madhya Pradesh,0,0,235
Civil,Evidence,Madhya Pradesh,0,0,158
Civil,Evidence,Madhya Pradesh,0,0,112
Civil,Evidence,Madhya Pradesh,0,0,2000
Civil,Evidence,Madhya Pradesh,0,0,204
Civil,Evidence,Madhya Pradesh,0,0,194
Civil,Evidence,Madhya Pradesh,0,0,161
Civil,Evidence,Madhya Pradesh,0,0,206
Civil,Evidence,Madhya Pradesh,0,0,282
Civil,Evidence,Madhya Pradesh,0,0,349
Civil,Evidence,Madhya Pradesh,0,0,324
Civil,Evidence,Madhya Pradesh,0,0,1660
Civil,Evidence,Madhya Pradesh,0,0,225
Civil,Evidence,Madhya Pradesh,0,0,624
Civil,Evidence,Madhya Pradesh,0,0,204
Civil,Evidence,Madhya Pradesh,0,0,198
Civil,Evidence,Madhya Pradesh,0,0,186
Civil,Evidence,Madhya Pradesh,0,0,141
Civil,Evidence,Madhya Pradesh,0,0,544
Civil,Evidence,Madhya Pradesh,0,0,154
Civil,Evidence,Odisha,0,0,5578
Civil,Evidence,Odisha,0,0,393
Civil,Evidence,Odisha,0,0,92
Civil,Evidence,Odisha,0,0,605
Civil,Evidence,Odisha,0,0,3446
Civil,Evidence,Odisha,0,0,1366
Civil,Evidence,Odisha,0,0,518
Civil,Evidence,Odisha,0,0,1419
Civil,Evidence,Odisha,0,0,2500
Civil,Evidence,Odisha,0,0,938
Civil,Evidence,Odisha,0,0,530
Civil,Evidence,Odisha,0,0,40
Civil,Evidence,Odisha,0,0,2082
Civil,Evidence,Odisha,0,0,2636
Civil,Evidence,Odisha,0,0,2510
Civil,Evidence,Odisha,0,0,2003
Civil,Evidence,Odisha,0,0,2490
Civil,Evidence,Odisha,0,0,2003
Civil,Evidence,Odisha,0,0,1545
Civil,Evidence,Odisha,0,0,227
Civil,Evidence,Odisha,0,0,843
Civil,Evidence,Odisha,0,0,30
Civil,Evidence,Odisha,0,0,2462
Civil,Evidence,Odisha,0,0,2035
Civil,Evidence,Odisha,0,0,96
Civil,Evidence,Odisha,0,0,2035
Civil,Evidence,Odisha,0,0,2298
Civil,Evidence,Odisha,0,0,2232
Civil,Evidence,Odisha,0,0,718
Civil,Evidence,Odisha,0,0,2421
Civil,Evidence,Odisha,0,0,708
Civil,Evidence,Odisha,0,0,1461
Civil,Evidence,Odisha,0,0,4262
Civil,Evidence,Odisha,0,0,1247
Civil,Evidence,Odisha,0,0,4471
Civil,Evidence,Odisha,0,0,2333
Civil,Evidence,Odisha,0,0,2799
Civil,Evidence,Odisha,0,0,820
Civil,Evidence,Odisha,0,0,380
Civil,Evidence,Odisha,0,0,2385
Civil,Evidence,Odisha,0,0,173
Civil,Evidence,Odisha,0,0,2911
Civil,Evidence,Odisha,0,0,2396
Civil,Evidence,Odisha,0,0,753
Civil,Evidence,Odisha,0,0,2263
Civil,Evidence,Odisha,0,0,482
Civil,Evidence,Odisha,0,0,771
Civil,Evidence,Odisha,0,0,753
Civil,Evidence,Odisha,0,0,2320
Civil,Evidence,Odisha,0,0,3009
Civil,Evidence,Odisha,0,0,2509
Civil,Evidence,Odisha,0,0,3609
Civil,Evidence,Odisha,0,0,2313
Civil,Evidence,Odisha,0,0,2313
Civil,Evidence,Odisha,0,0,2593
Civil,Evidence,Odisha,0,0,3874
Civil,Evidence,Odisha,0,0,4015
Civil,Evidence,Odisha,0,0,5761
Civil,Evidence,Odisha,0,0,6510
Civil,Evidence,Odisha,0,0,240
Civil,Evidence,Odisha,0,0,1282
Civil,Evidence,Odisha,0,0,6329
Civil,Evidence,Odisha,0,0,3733
Civil,Evidence,Odisha,0,0,1786
Civil,Evidence,Odisha,0,0,7769
Civil,Evidence,Odisha,0,0,536
Civil,Evidence,Odisha,0,0,1894
Civil,Evidence,Odisha,0,0,2141
Civil,Evidence,Odisha,0,0,1060
Civil,Evidence,Odisha,0,0,340
Civil,Evidence,Odisha,0,0,498
Civil,Evidence,Odisha,0,0,436
Civil,Evidence,Odisha,0,0,707
Civil,Evidence,Odisha,0,0,701
Civil,Evidence,Odisha,0,0,158
Civil,Evidence,Odisha,0,0,759
Civil,Evidence,Odisha,0,0,778
Civil,Evidence,Odisha,0,0,753
Civil,Evidence,Odisha,0,0,968
Civil,Evidence,Odisha,0,0,5002
Civil,Evidence,Odisha,0,0,7610
Civil,Evidence,Odisha,0,0,540
Civil,Evidence,Odisha,0,0,2001
Civil,Evidence,Odisha,0,0,38
Civil,Evidence,Odisha,0,0,430
Civil,Evidence,Odisha,0,0,102
Civil,Evidence,Odisha,0,0,351
Civil,Evidence,Odisha,0,0,24
Civil,Evidence,Odisha,0,0,576
Civil,Evidence,Odisha,0,0,766
Civil,Evidence,Odisha,0,0,1066
Civil,Evidence,Odisha,0,0,380
Civil,Evidence,Odisha,0,0,1236
Civil,Evidence,Odisha,0,0,659
Civil,Evidence,Odisha,0,0,297
Civil,Evidence,Odisha,0,0,2541
Civil,Evidence,Odisha,0,0,635
Civil,Evidence,Odisha,0,0,373
Civil,Evidence,Odisha,0,0,56
Civil,Evidence,Odisha,0,0,806
Civil,Evidence,Kerala,0,0,618
Civil,Evidence,Kerala,0,0,791
Civil,Evidence,Kerala,0,0,91
Civil,Evidence,Kerala,0,0,182
Civil,Evidence,Kerala,0,0,571
Civil,Evidence,Kerala,0,0,67
Civil,Evidence,Kerala,0,0,398
Civil,Evidence,Kerala,0,0,337
Civil,Evidence,Kerala,0,0,303
Civil,Evidence,Kerala,0,0,456
Civil,Evidence,Kerala,0,0,309
Civil,Evidence,Kerala,0,0,341
Civil,Evidence,Kerala,0,0,1362
Civil,Evidence,Kerala,0,0,416
Civil,Evidence,Kerala,0,0,255
Civil,Evidence,Kerala,0,0,307
Civil,Evidence,Kerala,0,0,603
Civil,Evidence,Kerala,0,0,442
Civil,Evidence,Kerala,0,0,384
Civil,Evidence,Kerala,0,0,443
Civil,Evidence,Kerala,0,0,351
Civil,Evidence,Kerala,0,0,1165
Civil,Evidence,Kerala,0,0,1416
Civil,Evidence,Kerala,0,0,466
Civil,Evidence,Kerala,0,0,508
Civil,Evidence,Kerala,0,0,137
Civil,Evidence,Kerala,0,0,455
Civil,Evidence,Kerala,0,0,572
Civil,Evidence,Kerala,0,0,452
Civil,Evidence,Kerala,0,0,529
Civil,Evidence,Kerala,0,0,253
Civil,Evidence,Kerala,0,0,109
Civil,Evidence,Kerala,0,0,89
Civil,Evidence,Kerala,0,0,276
Civil,Evidence,Kerala,0,0,354
Civil,Evidence,Kerala,0,0,235
Civil,Evidence,Kerala,0,0,212
Civil,Evidence,Kerala,0,0,523
Civil,Evidence,Kerala,0,0,98
Civil,Evidence,Kerala,0,0,399
Civil,Evidence,Kerala,0,0,429
Civil,Evidence,Kerala,0,0,615
Civil,Evidence,Kerala,0,0,689
Civil,Evidence,Kerala,0,0,713
Civil,Evidence,Kerala,0,0,764
Civil,Evidence,Kerala,0,0,220
Civil,Evidence,Kerala,0,0,532
